date,station,temperature,humidity
2013-03-04,912,-12.1,80.0
2013-03-04,910,-15.1,72.0
2013-03-04,1002,13.6,69.0
2013-03-04,1003,12.3,68.0
2013-03-04,1004,15.3,57.0
2013-03-04,1005,15.2,56.0
2013-03-04,1006,13.7,62.0
2013-03-04,1007,13.2,68.0
2013-03-04,1008,14.5,64.0
2013-03-04,112,8.1,86.0
2013-03-04,913,-12.2,74.0
2013-03-05,301,11.9,48.0
2013-03-05,201,18.4,47.0
2013-03-05,302,11.7,60.0
2013-03-05,601,15.9,35.0
2013-03-05,401,16.4,44.0
2013-03-05,303,11.2,61.0
2013-03-05,402,15.3,52.0
2013-03-05,404,14.4,60.0
2013-03-05,403,14.8,51.0
2013-03-05,304,12.2,55.0
2013-03-05,305,11.4,57.0
2013-03-05,307,13.0,56.0
2013-03-05,306,13.9,56.0
2013-03-05,602,16.1,30.0
2013-03-05,801,1.3,22.0
2013-03-05,802,3.7,16.0
2013-03-05,803,3.1,21.0
2013-03-05,501,3.5,27.0
2013-03-05,101,13.8,64.0
2013-03-05,502,4.4,34.0
2013-03-05,102,13.7,59.0
2013-03-05,103,14.8,58.0
2013-03-05,104,15.1,61.0
2013-03-05,105,16.3,53.0
2013-03-05,503,4.7,26.0
2013-03-05,106,16.2,57.0
2013-03-05,504,8.6,25.0
2013-03-05,107,16.5,57.0
2013-03-05,701,12.4,39.0
2013-03-05,702,11.5,48.0
2013-03-05,703,12.3,45.0
2013-03-05,108,21.2,38.0
2013-03-05,704,12.9,51.0
2013-03-05,705,13.0,49.0
2013-03-05,706,12.8,47.0
2013-03-05,707,13.0,58.0
2013-03-05,405,13.4,65.0
2013-03-05,708,12.6,44.0
2013-03-05,109,15.1,57.0
2013-03-05,804,2.8,22.0
2013-03-05,110,14.3,64.0
2013-03-05,111,15.9,55.0
2013-03-05,901,-2.1,65.0
2013-03-05,908,-2.7,74.0
2013-03-05,911,-2.8,71.0
2013-03-05,912,-3.4,72.0
2013-03-05,910,-6.6,78.0
2013-03-05,903,-5.0,72.0
2013-03-05,902,-6.2,81.0
2013-03-05,904,-4.8,75.0
2013-03-05,906,-6.4,76.0
2013-03-05,905,-5.2,72.0
2013-03-05,907,-6.5,81.0
2013-03-05,1001,16.7,61.0
2013-03-05,1002,16.4,64.0
2013-03-05,1003,15.9,67.0
2013-03-05,1004,16.4,60.0
2013-03-05,1005,17.0,55.0
2013-03-05,1006,16.2,62.0
2013-03-05,1007,14.7,73.0
2013-03-05,1008,17.5,60.0
2013-03-05,112,11.6,75.0
2013-03-05,913,-3.5,71.0
2013-03-06,301,14.2,43.0
2013-03-06,201,19.6,50.0
2013-03-06,302,13.3,60.0
2013-03-06,601,15.8,61.0
2013-03-06,401,17.6,53.0
2013-03-06,303,12.6,60.0
2013-03-06,402,16.9,56.0
2013-03-06,403,17.0,45.0
2013-03-06,404,16.0,61.0
2013-03-06,304,14.4,44.0
2013-03-06,307,15.2,45.0
2013-03-06,306,16.5,38.0
2013-03-06,305,12.9,53.0
2013-03-06,602,16.9,55.0
2013-03-06,801,3.8,16.0
2013-03-06,802,4.5,16.0
2013-03-06,803,6.6,15.0
2013-03-06,501,5.7,21.0
2013-03-06,101,14.8,58.0
2013-03-06,102,13.8,58.0
2013-03-06,103,15.3,55.0
2013-03-06,104,14.8,58.0
2013-03-06,502,6.6,28.0
2013-03-06,105,14.6,52.0
2013-03-06,106,15.1,55.0
2013-03-06,503,7.0,23.0
2013-03-06,107,15.9,59.0
2013-03-06,504,11.2,18.0
2013-03-06,701,13.6,47.0
2013-03-06,702,14.5,45.0
2013-03-06,108,23.1,32.0
2013-03-06,703,14.5,50.0
2013-03-06,704,14.1,54.0
2013-03-06,705,15.5,48.0
2013-03-06,706,15.0,50.0
2013-03-06,707,16.9,46.0
2013-03-06,405,15.7,63.0
2013-03-06,708,14.5,48.0
2013-03-06,109,15.9,58.0
2013-03-06,804,5.3,18.0
2013-03-06,110,14.9,60.0
2013-03-06,111,14.9,54.0
2013-03-06,901,-5.0,70.0
2013-03-06,906,-5.3,77.0
2013-03-06,905,-5.6,75.0
2013-03-06,907,-3.9,79.0
2013-03-06,908,-5.6,74.0
2013-03-06,909,-6.2,78.0
2013-03-06,911,-4.3,75.0
2013-03-06,912,-6.2,75.0
2013-03-06,910,-6.2,80.0
2013-03-06,903,-7.6,74.0
2013-03-06,902,-8.1,84.0
2013-03-06,1001,18.8,61.0
2013-03-06,1002,17.3,72.0
2013-03-06,1003,18.8,66.0
2013-03-06,1005,17.6,64.0
2013-03-06,1006,18.5,67.0
2013-03-06,1007,16.3,76.0
2013-03-06,1008,18.8,68.0
2013-03-06,1004,17.7,64.0
2013-03-06,112,12.7,64.0
2013-03-06,913,-4.9,68.0
2013-03-07,301,16.4,42.0
2013-03-07,201,20.5,54.0
2013-03-07,601,17.8,61.0
2013-03-07,303,14.4,65.0
2013-03-07,401,19.1,47.0
2013-03-07,304,17.2,42.0
2013-03-07,307,18.0,40.0
2013-03-07,306,18.8,35.0
2013-03-07,305,15.5,53.0
2013-03-07,402,17.2,55.0
2013-03-07,403,17.7,50.0
2013-03-07,404,17.5,53.0
2013-03-07,602,17.5,62.0
2013-03-07,801,4.4,14.0
2013-03-07,802,5.6,13.0
2013-03-07,803,4.1,17.0
2013-03-07,501,6.9,24.0
2013-03-07,101,14.5,59.0
2013-03-07,102,14.4,54.0
2013-03-07,502,5.9,33.0
2013-03-07,103,15.2,60.0
2013-03-07,104,15.0,61.0
2013-03-07,105,16.2,52.0
2013-03-07,503,6.1,28.0
2013-03-07,106,15.8,56.0
2013-03-07,504,9.9,26.0
2013-03-07,107,17.8,54.0
2013-03-07,701,14.8,57.0
2013-03-07,702,14.6,59.0
2013-03-07,703,14.4,59.0
2013-03-07,108,20.1,37.0
2013-03-07,704,14.8,66.0
2013-03-07,705,15.3,71.0
2013-03-07,706,16.1,55.0
2013-03-07,707,15.9,63.0
2013-03-07,302,14.9,67.0
2013-03-07,405,16.6,59.0
2013-03-07,708,15.8,57.0
2013-03-07,109,16.5,56.0
2013-03-07,804,4.5,18.0
2013-03-07,110,15.6,55.0
2013-03-07,111,15.3,50.0
2013-03-07,901,-3.5,50.0
2013-03-07,909,-1.5,49.0
2013-03-07,908,-1.5,57.0
2013-03-07,910,-3.2,52.0
2013-03-07,912,-3.3,53.0
2013-03-07,911,-2.7,55.0
2013-03-07,902,-4.6,58.0
2013-03-07,903,-4.9,54.0
2013-03-07,907,-3.6,55.0
2013-03-07,905,-4.3,58.0
2013-03-07,906,-3.4,53.0
2013-03-07,1001,19.6,75.0
2013-03-07,1002,20.4,79.0
2013-03-07,1003,19.5,82.0
2013-03-07,1005,21.2,68.0
2013-03-07,1006,20.0,83.0
2013-03-07,1007,18.0,83.0
2013-03-07,1008,20.1,81.0
2013-03-07,1004,19.5,75.0
2013-03-07,112,11.7,72.0
2013-03-07,913,-3.5,51.0
2013-03-08,301,19.5,38.0
2013-03-08,201,21.4,44.0
2013-03-08,601,19.3,61.0
2013-03-08,303,16.5,63.0
2013-03-08,401,20.8,54.0
2013-03-08,304,20.4,37.0
2013-03-08,307,21.5,34.0
2013-03-08,306,21.7,36.0
2013-03-08,402,20.0,60.0
2013-03-08,305,18.2,50.0
2013-03-08,404,18.2,63.0
2013-03-08,403,18.5,53.0
2013-03-08,602,18.7,57.0
2013-03-08,801,4.0,20.0
2013-03-08,802,6.7,13.0
2013-03-08,803,3.7,19.0
2013-03-08,501,8.1,21.0
2013-03-08,101,14.6,55.0
2013-03-08,502,9.1,27.0
2013-03-08,102,13.1,59.0
2013-03-08,103,14.2,63.0
2013-03-08,104,14.2,63.0
2013-03-08,105,14.3,57.0
2013-03-08,503,7.0,24.0
2013-03-08,106,14.8,58.0
2013-03-08,504,11.6,21.0
2013-03-08,107,15.7,62.0
2013-03-08,701,15.7,62.0
2013-03-08,702,14.6,68.0
2013-03-08,703,16.6,62.0
2013-03-08,108,19.0,41.0
2013-03-08,704,15.6,69.0
2013-03-08,705,16.1,70.0
2013-03-08,706,16.4,64.0
2013-03-08,707,17.5,64.0
2013-03-08,302,17.4,58.0
2013-03-08,405,17.5,70.0
2013-03-08,708,16.4,64.0
2013-03-08,109,14.8,62.0
2013-03-08,804,4.9,21.0
2013-03-08,110,14.9,56.0
2013-03-08,111,14.4,55.0
2013-03-08,901,-12.4,61.0
2013-03-08,909,-9.9,57.0
2013-03-08,908,-11.0,67.0
2013-03-08,910,-12.1,58.0
2013-03-08,912,-11.8,64.0
2013-03-08,911,-10.7,59.0
2013-03-08,902,-12.7,53.0
2013-03-08,904,-11.2,51.0
2013-03-08,903,-12.9,49.0
2013-03-08,907,-10.2,48.0
2013-03-08,905,-12.7,55.0
2013-03-08,906,-12.2,53.0
2013-03-08,1001,21.4,75.0
2013-03-08,1002,20.4,79.0
2013-03-08,1003,20.5,78.0
2013-03-08,1005,21.2,75.0
2013-03-08,1006,21.6,80.0
2013-03-08,1007,19.8,82.0
2013-03-08,1008,21.0,79.0
2013-03-08,1004,21.1,75.0
2013-03-08,913,-11.2,49.0
2013-03-09,201,21.0,56.0
2013-03-09,301,20.8,40.0
2013-03-09,303,18.6,60.0
2013-03-09,402,21.7,64.0
2013-03-09,403,22.2,57.0
2013-03-09,404,20.6,72.0
2013-03-09,304,22.8,33.0
2013-03-09,307,22.1,40.0
2013-03-09,306,23.3,35.0
2013-03-09,305,20.1,51.0
2013-03-09,602,19.4,64.0
2013-03-09,801,-0.1,25.0
2013-03-09,802,2.9,23.0
2013-03-09,803,1.7,27.0
2013-03-09,501,5.6,26.0
2013-03-09,101,15.2,48.0
2013-03-09,102,14.5,53.0
2013-03-09,103,15.0,51.0
2013-03-09,104,15.5,50.0
2013-03-09,502,5.5,32.0
2013-03-09,105,15.3,51.0
2013-03-09,106,16.4,50.0
2013-03-09,503,6.4,22.0
2013-03-09,107,16.6,56.0
2013-03-09,504,9.6,23.0
2013-03-09,701,17.6,64.0
2013-03-09,702,18.2,61.0
2013-03-09,703,17.8,66.0
2013-03-09,704,18.1,64.0
2013-03-09,108,22.2,30.0
2013-03-09,705,18.8,67.0
2013-03-09,706,19.1,61.0
2013-03-09,707,20.4,61.0
2013-03-09,302,18.3,65.0
2013-03-09,601,19.9,66.0
2013-03-09,401,23.1,56.0
2013-03-09,405,19.5,74.0
2013-03-09,708,18.4,65.0
2013-03-09,109,16.2,52.0
2013-03-09,804,2.6,26.0
2013-03-09,110,15.4,55.0
2013-03-09,111,16.9,48.0
2013-03-09,901,-13.7,74.0
2013-03-09,908,-12.3,79.0
2013-03-09,909,-13.5,79.0
2013-03-09,912,-13.4,80.0
2013-03-09,911,-13.2,76.0
2013-03-09,910,-14.9,82.0
2013-03-09,902,-14.4,81.0
2013-03-09,903,-14.0,72.0
2013-03-09,904,-14.8,78.0
2013-03-09,906,-14.6,79.0
2013-03-09,905,-15.0,74.0
2013-03-09,907,-14.8,69.0
2013-03-09,1001,22.9,66.0
2013-03-09,1002,21.4,75.0
2013-03-09,1003,21.9,72.0
2013-03-09,1008,21.9,73.0
2013-03-09,1004,23.0,67.0
2013-03-09,1006,22.8,68.0
2013-03-09,1007,22.5,67.0
2013-03-09,112,11.7,63.0
2013-03-09,913,-13.9,78.0
2013-03-10,201,21.0,72.0
2013-03-10,301,12.0,45.0
2013-03-10,303,13.4,56.0
2013-03-10,602,20.1,62.0
2013-03-10,402,13.9,43.0
2013-03-10,403,13.8,50.0
2013-03-10,304,12.9,50.0
2013-03-10,305,13.0,54.0
2013-03-10,306,13.4,51.0
2013-03-10,801,3.6,31.0
2013-03-10,802,4.1,32.0
2013-03-10,803,4.0,30.0
2013-03-10,501,2.9,39.0
2013-03-10,101,16.0,50.0
2013-03-10,102,14.5,51.0
2013-03-10,502,5.5,37.0
2013-03-10,103,15.9,49.0
2013-03-10,104,15.8,51.0
2013-03-10,105,15.5,46.0
2013-03-10,106,16.5,45.0
2013-03-10,503,5.9,32.0
2013-03-10,107,17.8,49.0
2013-03-10,504,10.1,24.0
2013-03-10,701,16.8,73.0
2013-03-10,702,16.8,74.0
2013-03-10,703,16.0,85.0
2013-03-10,108,21.7,28.0
2013-03-10,704,17.8,73.0
2013-03-10,705,18.3,75.0
2013-03-10,706,17.8,72.0
2013-03-10,707,18.9,75.0
2013-03-10,302,13.3,52.0
2013-03-10,601,19.9,69.0
2013-03-10,708,17.2,77.0
2013-03-10,109,17.6,46.0
2013-03-10,804,4.7,32.0
2013-03-10,110,15.4,50.0
2013-03-10,111,15.7,43.0
2013-03-10,901,-17.0,68.0
2013-03-10,911,-14.7,65.0
2013-03-10,907,-15.3,62.0
2013-03-10,904,-15.4,64.0
2013-03-10,903,-18.0,62.0
2013-03-10,905,-16.8,69.0
2013-03-10,909,-15.8,64.0
2013-03-10,910,-17.0,64.0
2013-03-10,1001,22.0,73.0
2013-03-10,1002,21.3,79.0
2013-03-10,1003,22.2,77.0
2013-03-10,1008,21.9,78.0
2013-03-10,1004,22.6,69.0
2013-03-10,1005,22.3,68.0
2013-03-10,1006,22.5,77.0
2013-03-10,1007,21.3,78.0
2013-03-10,112,13.7,54.0
2013-03-10,913,-17.1,62.0
2013-03-11,201,20.7,79.0
2013-03-11,302,9.0,78.0
2013-03-11,601,15.2,60.0
2013-03-11,401,10.2,78.0
2013-03-11,303,8.9,81.0
2013-03-11,402,10.8,64.0
2013-03-11,602,16.8,53.0
2013-03-11,403,10.4,71.0
2013-03-11,404,9.5,69.0
2013-03-11,305,8.5,78.0
2013-03-11,801,3.7,33.0
2013-03-11,802,3.4,37.0
2013-03-11,803,3.7,35.0
2013-03-11,501,3.7,37.0
2013-03-11,101,16.5,49.0
2013-03-11,502,4.1,55.0
2013-03-11,102,15.6,44.0
2013-03-11,103,16.4,49.0
2013-03-11,104,15.6,50.0
2013-03-11,105,16.0,45.0
2013-03-11,503,5.4,35.0
2013-03-11,106,16.0,48.0
2013-03-11,504,9.5,34.0
2013-03-11,107,17.7,49.0
2013-03-11,701,18.0,68.0
2013-03-11,703,15.8,80.0
2013-03-11,108,24.8,20.0
2013-03-11,704,18.6,71.0
2013-03-11,706,19.5,66.0
2013-03-11,707,19.1,70.0
2013-03-11,405,10.3,65.0
2013-03-11,708,18.1,72.0
2013-03-11,109,18.2,46.0
2013-03-11,804,4.4,33.0
2013-03-11,110,16.6,44.0
2013-03-11,111,15.7,42.0
2013-03-11,901,-7.6,58.0
2013-03-11,904,-12.0,59.0
2013-03-11,906,-14.4,66.0
2013-03-11,905,-13.6,61.0
2013-03-11,907,-12.4,64.0
2013-03-11,908,-6.1,65.0
2013-03-11,909,-11.4,63.0
2013-03-11,911,-5.5,63.0
2013-03-11,912,-6.9,68.0
2013-03-11,910,-13.7,62.0
2013-03-11,903,-10.8,68.0
2013-03-11,902,-11.8,68.0
2013-03-11,1001,23.9,64.0
2013-03-11,1002,22.2,72.0
2013-03-11,1003,22.1,72.0
2013-03-11,1007,22.3,75.0
2013-03-11,1008,22.5,74.0
2013-03-11,1005,23.0,67.0
2013-03-11,1006,23.3,72.0
2013-03-11,112,13.4,54.0
2013-03-11,913,-8.6,71.0
2013-03-12,301,15.5,64.0
2013-03-12,601,16.4,64.0
2013-03-12,303,13.8,78.0
2013-03-12,304,15.0,67.0
2013-03-12,307,15.2,68.0
2013-03-12,306,15.8,64.0
2013-03-12,305,14.2,73.0
2013-03-12,403,11.1,85.0
2013-03-12,402,11.1,92.0
2013-03-12,404,10.8,92.0
2013-03-12,602,16.8,66.0
2013-03-12,801,3.4,33.0
2013-03-12,802,3.8,33.0
2013-03-12,803,4.0,31.0
2013-03-12,501,3.1,31.0
2013-03-12,101,13.3,62.0
2013-03-12,102,14.7,53.0
2013-03-12,103,13.7,59.0
2013-03-12,104,14.6,56.0
2013-03-12,502,5.4,30.0
2013-03-12,105,14.8,57.0
2013-03-12,106,16.3,49.0
2013-03-12,503,6.1,27.0
2013-03-12,107,16.3,58.0
2013-03-12,504,9.6,20.0
2013-03-12,701,18.1,64.0
2013-03-12,702,17.7,67.0
2013-03-12,703,16.4,81.0
2013-03-12,704,18.6,64.0
2013-03-12,108,22.9,25.0
2013-03-12,705,19.9,64.0
2013-03-12,706,20.2,58.0
2013-03-12,707,18.7,76.0
2013-03-12,302,12.4,80.0
2013-03-12,405,10.9,89.0
2013-03-12,109,13.8,67.0
2013-03-12,804,4.5,32.0
2013-03-12,110,16.1,50.0
2013-03-12,111,16.2,45.0
2013-03-12,901,-4.0,63.0
2013-03-12,909,-1.1,55.0
2013-03-12,908,-2.8,67.0
2013-03-12,910,-3.2,62.0
2013-03-12,912,-4.4,67.0
2013-03-12,911,-4.1,60.0
2013-03-12,902,-7.4,79.0
2013-03-12,904,-2.8,65.0
2013-03-12,903,-7.4,69.0
2013-03-12,907,-3.1,65.0
2013-03-12,905,-5.2,74.0
2013-03-12,906,-5.4,70.0
2013-03-12,1001,22.9,72.0
2013-03-12,1002,22.8,75.0
2013-03-12,1003,22.2,73.0
2013-03-12,1008,22.6,77.0
2013-03-12,1005,22.6,74.0
2013-03-12,112,10.3,72.0
2013-03-12,913,-6.5,73.0
2013-03-13,301,9.7,78.0
2013-03-13,303,10.8,90.0
2013-03-13,401,11.2,83.0
2013-03-13,305,10.8,84.0
2013-03-13,304,10.5,81.0
2013-03-13,306,9.9,83.0
2013-03-13,307,10.4,82.0
2013-03-13,403,11.1,74.0
2013-03-13,402,10.6,84.0
2013-03-13,404,10.1,83.0
2013-03-13,801,2.6,27.0
2013-03-13,802,2.3,30.0
2013-03-13,803,3.2,27.0
2013-03-13,501,3.0,39.0
2013-03-13,101,13.0,58.0
2013-03-13,102,11.2,62.0
2013-03-13,502,4.3,35.0
2013-03-13,103,12.5,60.0
2013-03-13,104,13.1,61.0
2013-03-13,106,14.6,54.0
2013-03-13,503,5.1,29.0
2013-03-13,107,14.9,63.0
2013-03-13,504,8.9,22.0
2013-03-13,701,11.9,74.0
2013-03-13,702,11.6,79.0
2013-03-13,108,16.4,48.0
2013-03-13,707,12.6,85.0
2013-03-13,601,21.2,67.0
2013-03-13,302,10.8,91.0
2013-03-13,405,10.6,80.0
2013-03-13,109,13.0,63.0
2013-03-13,804,3.5,28.0
2013-03-13,111,14.0,56.0
2013-03-13,901,-11.7,70.0
2013-03-13,910,-12.0,68.0
2013-03-13,912,-12.0,74.0
2013-03-13,911,-10.8,63.0
2013-03-13,902,-13.9,79.0
2013-03-13,904,-11.2,72.0
2013-03-13,903,-11.8,66.0
2013-03-13,907,-9.5,61.0
2013-03-13,905,-11.9,72.0
2013-03-13,906,-12.1,70.0
2013-03-13,909,-11.6,68.0
2013-03-13,908,-11.7,72.0
2013-03-13,1001,23.6,73.0
2013-03-13,1002,22.6,81.0
2013-03-13,1003,23.6,80.0
2013-03-13,1008,23.2,81.0
2013-03-13,1004,23.2,71.0
2013-03-13,1005,22.3,77.0
2013-03-13,913,-12.0,67.0
2013-03-14,201,19.6,89.0
2013-03-14,301,6.0,53.0
2013-03-14,601,14.0,69.0
2013-03-14,303,8.2,60.0
2013-03-14,401,9.8,64.0
2013-03-14,402,10.5,68.0
2013-03-14,403,9.8,69.0
2013-03-14,404,9.1,72.0
2013-03-14,304,7.0,59.0
2013-03-14,305,7.4,55.0
2013-03-14,307,6.6,59.0
2013-03-14,306,6.4,61.0
2013-03-14,801,4.2,26.0
2013-03-14,802,5.0,27.0
2013-03-14,803,4.1,29.0
2013-03-14,501,6.3,33.0
2013-03-14,101,13.7,58.0
2013-03-14,102,12.5,64.0
2013-03-14,502,7.0,40.0
2013-03-14,103,13.5,58.0
2013-03-14,104,13.4,63.0
2013-03-14,105,14.4,56.0
2013-03-14,503,7.8,30.0
2013-03-14,106,13.8,60.0
2013-03-14,504,11.1,26.0
2013-03-14,107,15.5,63.0
2013-03-14,701,10.2,71.0
2013-03-14,108,21.6,35.0
2013-03-14,703,9.4,79.0
2013-03-14,704,11.1,74.0
2013-03-14,705,12.0,73.0
2013-03-14,706,12.1,67.0
2013-03-14,707,11.7,80.0
2013-03-14,405,9.4,70.0
2013-03-14,109,14.6,62.0
2013-03-14,804,5.5,29.0
2013-03-14,110,13.8,64.0
2013-03-14,111,14.5,56.0
2013-03-14,901,-5.8,52.0
2013-03-14,903,-8.6,61.0
2013-03-14,902,-8.1,69.0
2013-03-14,904,-7.2,60.0
2013-03-14,906,-9.8,63.0
2013-03-14,905,-9.2,64.0
2013-03-14,907,-7.6,64.0
2013-03-14,909,-7.9,62.0
2013-03-14,908,-6.9,66.0
2013-03-14,911,-6.0,59.0
2013-03-14,912,-8.1,71.0
2013-03-14,910,-8.8,66.0
2013-03-14,1001,20.6,70.0
2013-03-14,1003,18.7,69.0
2013-03-14,1006,18.6,75.0
2013-03-14,1004,20.7,60.0
2013-03-14,112,13.2,57.0
2013-03-14,913,-5.7,55.0
2013-03-15,301,8.4,64.0
2013-03-15,201,19.6,79.0
2013-03-15,302,9.9,57.0
2013-03-15,601,14.2,64.0
2013-03-15,401,12.3,64.0
2013-03-15,303,9.4,67.0
2013-03-15,402,12.7,66.0
2013-03-15,403,11.8,61.0
2013-03-15,404,11.6,67.0
2013-03-15,304,9.6,63.0
2013-03-15,602,15.6,61.0
2013-03-15,305,9.2,71.0
2013-03-15,307,9.9,63.0
2013-03-15,306,9.4,66.0
2013-03-15,801,4.6,31.0
2013-03-15,802,5.4,30.0
2013-03-15,803,5.8,32.0
2013-03-15,501,6.2,37.0
2013-03-15,101,17.1,45.0
2013-03-15,102,15.0,49.0
2013-03-15,502,7.7,57.0
2013-03-15,103,17.1,46.0
2013-03-15,104,15.4,53.0
2013-03-15,105,16.0,48.0
2013-03-15,503,7.7,37.0
2013-03-15,106,16.6,48.0
2013-03-15,504,11.7,36.0
2013-03-15,107,17.3,55.0
2013-03-15,701,11.9,89.0
2013-03-15,108,24.9,24.0
2013-03-15,703,10.2,100.0
2013-03-15,704,12.4,93.0
2013-03-15,706,13.2,82.0
2013-03-15,707,11.4,96.0
2013-03-15,405,11.7,69.0
2013-03-15,109,18.0,52.0
2013-03-15,804,5.7,32.0
2013-03-15,110,16.4,50.0
2013-03-15,111,17.1,43.0
2013-03-15,901,-5.4,67.0
2013-03-15,902,-6.7,69.0
2013-03-15,904,-3.9,64.0
2013-03-15,903,-6.1,58.0
2013-03-15,907,-2.9,60.0
2013-03-15,905,-4.8,71.0
2013-03-15,906,-4.8,63.0
2013-03-15,909,-2.6,62.0
2013-03-15,908,-3.2,68.0
2013-03-15,910,-4.7,64.0
2013-03-15,912,-5.4,70.0
2013-03-15,911,-4.3,71.0
2013-03-15,1003,19.2,77.0
2013-03-15,1007,17.3,89.0
2013-03-15,1004,18.8,84.0
2013-03-15,112,14.4,47.0
2013-03-15,913,-5.5,62.0
2013-03-16,301,11.5,73.0
2013-03-16,201,20.0,77.0
2013-03-16,302,11.6,89.0
2013-03-16,601,16.2,75.0
2013-03-16,401,12.8,95.0
2013-03-16,303,11.3,88.0
2013-03-16,402,13.0,91.0
2013-03-16,403,12.4,87.0
2013-03-16,404,12.1,94.0
2013-03-16,304,12.5,72.0
2013-03-16,305,12.3,81.0
2013-03-16,306,13.1,73.0
2013-03-16,307,12.9,70.0
2013-03-16,602,17.1,69.0
2013-03-16,801,4.7,37.0
2013-03-16,803,7.2,33.0
2013-03-16,501,6.8,33.0
2013-03-16,101,19.2,33.0
2013-03-16,102,20.0,28.0
2013-03-16,103,19.5,30.0
2013-03-16,104,19.2,32.0
2013-03-16,502,8.5,34.0
2013-03-16,105,18.9,33.0
2013-03-16,106,20.9,30.0
2013-03-16,503,9.8,27.0
2013-03-16,107,21.6,34.0
2013-03-16,504,12.7,23.0
2013-03-16,701,17.1,79.0
2013-03-16,702,15.6,87.0
2013-03-16,108,26.5,22.0
2013-03-16,706,18.7,73.0
2013-03-16,707,13.7,93.0
2013-03-16,405,12.7,91.0
2013-03-16,109,20.7,36.0
2013-03-16,804,7.2,31.0
2013-03-16,110,20.6,30.0
2013-03-16,111,19.8,34.0
2013-03-16,901,-10.3,62.0
2013-03-16,911,-6.0,58.0
2013-03-16,912,-9.6,69.0
2013-03-16,910,-13.0,66.0
2013-03-16,903,-10.4,65.0
2013-03-16,902,-11.8,71.0
2013-03-16,904,-9.8,59.0
2013-03-16,906,-10.3,63.0
2013-03-16,905,-10.2,64.0
2013-03-16,907,-8.0,58.0
2013-03-16,908,-6.2,57.0
2013-03-16,909,-9.9,65.0
2013-03-16,1003,21.1,84.0
2013-03-16,1007,20.4,88.0
2013-03-16,1004,21.2,87.0
2013-03-16,112,15.9,38.0
2013-03-16,913,-9.2,66.0
2013-03-17,301,13.4,88.0
2013-03-17,303,13.3,95.0
2013-03-17,401,10.7,100.0
2013-03-17,304,13.9,90.0
2013-03-17,305,13.9,94.0
2013-03-17,306,13.9,87.0
2013-03-17,307,13.5,91.0
2013-03-17,403,10.6,95.0
2013-03-17,402,10.5,100.0
2013-03-17,404,10.3,100.0
2013-03-17,602,18.9,75.0
2013-03-17,801,3.1,43.0
2013-03-17,803,3.9,61.0
2013-03-17,501,5.5,36.0
2013-03-17,101,19.2,38.0
2013-03-17,102,20.3,31.0
2013-03-17,103,19.0,36.0
2013-03-17,104,20.1,33.0
2013-03-17,105,20.5,32.0
2013-03-17,502,6.9,37.0
2013-03-17,106,21.2,33.0
2013-03-17,503,8.6,29.0
2013-03-17,107,22.0,35.0
2013-03-17,504,11.9,26.0
2013-03-17,701,16.4,67.0
2013-03-17,702,15.2,74.0
2013-03-17,108,26.1,23.0
2013-03-17,703,13.5,85.0
2013-03-17,705,18.2,70.0
2013-03-17,706,18.1,66.0
2013-03-17,707,15.1,85.0
2013-03-17,302,12.7,99.0
2013-03-17,601,19.0,78.0
2013-03-17,405,10.4,97.0
2013-03-17,708,17.0,69.0
2013-03-17,109,21.5,30.0
2013-03-17,804,3.6,54.0
2013-03-17,110,20.7,35.0
2013-03-17,111,20.0,36.0
2013-03-17,901,1.6,58.0
2013-03-17,909,-0.5,61.0
2013-03-17,912,1.4,60.0
2013-03-17,911,1.9,58.0
2013-03-17,910,-1.8,56.0
2013-03-17,902,0.9,62.0
2013-03-17,907,-0.5,56.0
2013-03-17,905,-4.8,68.0
2013-03-17,906,-0.8,50.0
2013-03-17,1002,22.5,86.0
2013-03-17,1003,23.2,81.0
2013-03-17,1008,22.5,86.0
2013-03-17,1004,21.9,89.0
2013-03-17,1005,22.0,86.0
2013-03-17,1006,22.9,87.0
2013-03-17,112,16.0,43.0
2013-03-18,201,23.5,93.0
2013-03-18,301,16.5,63.0
2013-03-18,303,16.4,81.0
2013-03-18,401,14.0,89.0
2013-03-18,304,16.7,72.0
2013-03-18,307,16.7,73.0
2013-03-18,305,17.4,76.0
2013-03-18,306,16.9,73.0
2013-03-18,602,22.9,71.0
2013-03-18,402,14.2,90.0
2013-03-18,403,12.9,88.0
2013-03-18,801,1.4,25.0
2013-03-18,802,4.0,25.0
2013-03-18,803,2.5,36.0
2013-03-18,501,5.3,29.0
2013-03-18,103,17.7,39.0
2013-03-18,502,6.0,34.0
2013-03-18,106,15.4,56.0
2013-03-18,503,6.1,25.0
2013-03-18,504,10.3,22.0
2013-03-18,701,14.4,71.0
2013-03-18,108,20.7,42.0
2013-03-18,703,12.6,89.0
2013-03-18,705,15.8,74.0
2013-03-18,706,16.3,67.0
2013-03-18,707,15.1,82.0
2013-03-18,302,15.9,78.0
2013-03-18,601,23.9,71.0
2013-03-18,405,14.2,85.0
2013-03-18,708,15.0,73.0
2013-03-18,109,20.1,35.0
2013-03-18,804,3.8,31.0
2013-03-18,110,16.4,50.0
2013-03-18,111,16.3,47.0
2013-03-18,901,-7.6,69.0
2013-03-18,908,-6.4,72.0
2013-03-18,911,-7.2,76.0
2013-03-18,902,-7.8,76.0
